ID,Age,Agency,Agency Type,Commision (in value),Destination,Distribution Channel,Duration,Gender,Net Sales,Product Name,Claim
49929,33,CWT,Travel Agency,17.82,MALAYSIA,Online,58,,29.7,Rental Vehicle Excess Insurance,0
24647,36,EPX,Travel Agency,0,CHINA,Online,10,,86,2 way Comprehensive Plan,0
32581,23,EPX,Travel Agency,0,THAILAND,Online,11,,20,1 way Comprehensive Plan,0
27100,36,C2B,Airlines,63.21,SINGAPORE,Online,374,F,252.85,Annual Silver Plan,1
39811,36,EPX,Travel Agency,0,MALAYSIA,Online,24,,10,Cancellation Plan,0
62529,31,LWC,Travel Agency,149.37,UNITED STATES,Online,380,M,229.8,Annual Travel Protect Silver,0
23791,22,C2B,Airlines,63.21,SINGAPORE,Online,366,F,252.85,Annual Silver Plan,1
20102,27,C2B,Airlines,7.96,SINGAPORE,Online,22,M,31.85,Silver Plan,0
60501,31,EPX,Travel Agency,0,THAILAND,Online,39,,10,Cancellation Plan,1
11953,39,EPX,Travel Agency,0,THAILAND,Online,41,,20,2 way Comprehensive Plan,0
46352,36,EPX,Travel Agency,0,MALAYSIA,Online,4,,20,2 way Comprehensive Plan,0
28678,21,EPX,Travel Agency,0,INDONESIA,Online,22,,10,Cancellation Plan,0
33762,41,TTW,Travel Agency,0,SINGAPORE,Offline,365,M,97,Individual Comprehensive Plan,1
58674,56,EPX,Travel Agency,0,SINGAPORE,Online,17,,10,Cancellation Plan,0
48219,64,C2B,Airlines,6.75,SINGAPORE,Online,11,F,27,Bronze Plan,1
32026,25,C2B,Airlines,5.88,SINGAPORE,Online,8,M,23.5,Bronze Plan,1
33262,51,CWT,Travel Agency,29.7,GERMANY,Online,18,,49.5,Rental Vehicle Excess Insurance,0
45400,36,EPX,Travel Agency,0,CHINA,Online,49,,34,2 way Comprehensive Plan,1
62062,35,EPX,Travel Agency,0,INDIA,Online,60,,18,Cancellation Plan,0
44328,36,EPX,Travel Agency,0,CHINA,Online,25,,27,2 way Comprehensive Plan,0
2955,32,EPX,Travel Agency,0,THAILAND,Online,10,,25,Cancellation Plan,0
27275,30,C2B,Airlines,17.71,SINGAPORE,Online,12,F,70.85,Silver Plan,0
38117,47,C2B,Airlines,18,SINGAPORE,Online,21,F,72,Silver Plan,1
52439,54,CWT,Travel Agency,23.76,JAPAN,Online,18,,39.6,Rental Vehicle Excess Insurance,0
646,36,EPX,Travel Agency,0,CHINA,Online,13,,35,2 way Comprehensive Plan,0
62825,23,C2B,Airlines,54,SINGAPORE,Online,384,M,216,Annual Silver Plan,0
3657,36,EPX,Travel Agency,0,VIET NAM,Online,27,,20,2 way Comprehensive Plan,0
2707,67,JZI,Airlines,6.3,MALAYSIA,Online,4,M,18,Basic Plan,0
42200,23,C2B,Airlines,5.63,SINGAPORE,Online,8,M,22.5,Silver Plan,1
42056,29,C2B,Airlines,15.5,SINGAPORE,Online,19,M,62,Silver Plan,0
62662,35,EPX,Travel Agency,0,SINGAPORE,Online,7,,39,Cancellation Plan,0
37584,53,C2B,Airlines,13.38,SINGAPORE,Online,128,F,53.5,Bronze Plan,1
2088,48,ART,Airlines,2.57,THAILAND,Online,2,M,7.34,24 Protect,0
45346,36,C2B,Airlines,75.6,SINGAPORE,Online,368,M,302.4,Annual Silver Plan,1
42478,36,EPX,Travel Agency,0,MYANMAR,Online,3,,10,Cancellation Plan,0
32701,28,C2B,Airlines,8.63,SINGAPORE,Online,149,M,34.5,Bronze Plan,1
38557,36,EPX,Travel Agency,0,INDONESIA,Online,13,,15,Cancellation Plan,0
42101,58,EPX,Travel Agency,0,MACAO,Online,36,,20,2 way Comprehensive Plan,1
5229,36,EPX,Travel Agency,0,JAPAN,Online,79,,56,Cancellation Plan,0
18838,36,EPX,Travel Agency,0,CHINA,Online,8,,72,2 way Comprehensive Plan,0
28470,31,JZI,Airlines,12.95,PHILIPPINES,Online,52,F,37,Basic Plan,0
51746,57,EPX,Travel Agency,0,MALAYSIA,Online,1,,10,Cancellation Plan,0
23100,56,C2B,Airlines,16.35,SINGAPORE,Online,15,F,65.4,Silver Plan,0
2494,36,EPX,Travel Agency,0,MALAYSIA,Online,2,,20,1 way Comprehensive Plan,0
29126,36,EPX,Travel Agency,0,CHINA,Online,21,,24,2 way Comprehensive Plan,0
14770,32,JZI,Airlines,7.7,MALAYSIA,Online,8,M,22,Basic Plan,0
50259,36,EPX,Travel Agency,0,INDONESIA,Online,38,,20,2 way Comprehensive Plan,1
24435,36,EPX,Travel Agency,0,CHINA,Online,71,,55,2 way Comprehensive Plan,0
60513,40,EPX,Travel Agency,0,MALAYSIA,Online,30,,22,Cancellation Plan,0
4420,48,C2B,Airlines,75.25,SINGAPORE,Online,390,F,301,Annual Silver Plan,1
33413,33,C2B,Airlines,8.88,SINGAPORE,Online,11,M,35.5,Bronze Plan,0
25391,36,EPX,Travel Agency,0,SWITZERLAND,Online,10,,80,Cancellation Plan,0
31930,36,EPX,Travel Agency,0,ISRAEL,Online,12,,76,Cancellation Plan,0
644,36,EPX,Travel Agency,0,CHINA,Online,13,,60,2 way Comprehensive Plan,0
24475,35,EPX,Travel Agency,0,CANADA,Online,32,,80,Cancellation Plan,0
36037,30,LWC,Travel Agency,16.25,THAILAND,Online,55,M,25,Single Trip Travel Protect Gold,0
424,32,C2B,Airlines,46.96,SINGAPORE,Online,365,M,187.85,Annual Silver Plan,1
43859,29,C2B,Airlines,4,SINGAPORE,Online,15,F,16,Bronze Plan,0
45350,70,C2B,Airlines,54,SINGAPORE,Online,365,F,216,Annual Silver Plan,1
53788,27,C2B,Airlines,40.25,SINGAPORE,Online,371,F,161,Annual Silver Plan,1
28856,36,EPX,Travel Agency,0,LEBANON,Online,5,,23,Cancellation Plan,0
257,55,CWT,Travel Agency,77.22,SOUTH AFRICA,Online,40,,128.7,Rental Vehicle Excess Insurance,0
55931,43,C2B,Airlines,83.25,SINGAPORE,Online,375,F,333,Annual Gold Plan,0
41407,49,JZI,Airlines,30.45,IRELAND,Online,47,F,87,Value Plan,0
43696,57,CWT,Travel Agency,17.82,MALAYSIA,Online,4,,29.7,Rental Vehicle Excess Insurance,0
6679,48,SSI,Airlines,0.88,SINGAPORE,Online,6,,3.15,Ticket Protector,0
29490,36,EPX,Travel Agency,0,"TANZANIA, UNITED REPUBLIC OF",Online,19,,112,2 way Comprehensive Plan,0
32916,36,EPX,Travel Agency,0,MALAYSIA,Online,5,,20,2 way Comprehensive Plan,0
3651,36,EPX,Travel Agency,0,PHILIPPINES,Online,31,,44,2 way Comprehensive Plan,0
31417,36,EPX,Travel Agency,0,INDONESIA,Online,57,,20,2 way Comprehensive Plan,0
33644,35,CWT,Travel Agency,23.76,AUSTRALIA,Online,5,,39.6,Rental Vehicle Excess Insurance,0
44487,36,EPX,Travel Agency,0,VIET NAM,Online,11,,20,2 way Comprehensive Plan,0
48812,65,C2B,Airlines,57.75,SINGAPORE,Online,109,F,231,Bronze Plan,1
60300,63,CWT,Travel Agency,59.4,AUSTRALIA,Online,17,,99,Rental Vehicle Excess Insurance,0
24062,36,EPX,Travel Agency,0,HONG KONG,Online,22,,13,Cancellation Plan,0
14350,31,JZI,Airlines,6.3,MYANMAR,Online,2,F,18,Basic Plan,0
26938,38,CWT,Travel Agency,29.7,MALAYSIA,Online,7,,49.5,Rental Vehicle Excess Insurance,0
55687,34,LWC,Travel Agency,210.21,UNITED STATES,Online,373,F,323.4,Annual Travel Protect Platinum,0
51713,36,EPX,Travel Agency,0,CHINA,Online,19,,43,2 way Comprehensive Plan,0
36850,36,EPX,Travel Agency,0,RUSSIAN FEDERATION,Online,40,,25,Cancellation Plan,0
25365,36,EPX,Travel Agency,0,HONG KONG,Online,36,,68,2 way Comprehensive Plan,1
61604,38,LWC,Travel Agency,17.23,SRI LANKA,Online,13,F,26.5,Single Trip Travel Protect Silver,0
54882,36,EPX,Travel Agency,0,GERMANY,Online,116,,54,Cancellation Plan,0
25871,31,C2B,Airlines,63.21,SINGAPORE,Online,380,F,252.85,Annual Silver Plan,1
58373,55,C2B,Airlines,9.75,SINGAPORE,Online,10,M,39,Silver Plan,0
29400,42,JZI,Airlines,7.7,VIET NAM,Online,145,M,22,Basic Plan,0
41250,44,C2B,Airlines,11.88,SINGAPORE,Online,8,M,47.5,Silver Plan,1
51997,36,EPX,Travel Agency,0,UNITED STATES,Online,35,,41,1 way Comprehensive Plan,1
36234,36,LWC,Travel Agency,30.55,FRANCE,Online,31,F,47,Single Trip Travel Protect Silver,0
61391,37,LWC,Travel Agency,210.21,UNITED STATES,Online,364,F,323.4,Annual Travel Protect Platinum,0
34533,19,LWC,Travel Agency,43.25,INDONESIA,Online,364,M,0,Annual Travel Protect Silver,0
10767,28,CWT,Travel Agency,29.7,AUSTRALIA,Online,14,,49.5,Rental Vehicle Excess Insurance,0
5220,37,EPX,Travel Agency,0,SINGAPORE,Online,6,,12,Cancellation Plan,0
7971,31,CWT,Travel Agency,29.7,THAILAND,Online,73,,49.5,Rental Vehicle Excess Insurance,0
47251,44,CWT,Travel Agency,41.58,AUSTRALIA,Online,22,,69.3,Rental Vehicle Excess Insurance,0
25990,36,EPX,Travel Agency,0,VIET NAM,Online,10,,18,Cancellation Plan,0
37702,40,EPX,Travel Agency,0,INDIA,Online,8,,20,1 way Comprehensive Plan,0
46021,45,EPX,Travel Agency,0,PHILIPPINES,Online,84,,-55,1 way Comprehensive Plan,0
53965,69,TST,Travel Agency,10.5,MALAYSIA,Offline,22,F,30,Travel Cruise Protect,0
18538,66,JZI,Airlines,12.25,CHINA,Online,10,M,35,Basic Plan,0
10622,36,EPX,Travel Agency,0,THAILAND,Online,59,,22,2 way Comprehensive Plan,0
419,33,C2B,Airlines,15.56,SINGAPORE,Online,11,M,62.25,Silver Plan,1
29571,36,EPX,Travel Agency,0,INDIA,Online,4,,25,1 way Comprehensive Plan,0
26332,25,JZI,Airlines,12.25,"KOREA, REPUBLIC OF",Online,162,F,35,Basic Plan,0
31640,25,CBH,Travel Agency,9.57,MALAYSIA,Offline,154,F,29,Comprehensive Plan,0
17195,36,EPX,Travel Agency,0,INDIA,Online,75,,25,Cancellation Plan,0
47948,33,LWC,Travel Agency,208.16,UNITED STATES,Online,368,M,320.25,Annual Travel Protect Gold,1
57134,63,JZI,Airlines,7.7,INDONESIA,Online,18,M,22,Basic Plan,0
34402,51,CWT,Travel Agency,5.94,ICELAND,Online,3,,9.9,Rental Vehicle Excess Insurance,0
41678,31,CWT,Travel Agency,17.82,THAILAND,Online,34,,29.7,Rental Vehicle Excess Insurance,0
19858,57,JZI,Airlines,10.5,VIET NAM,Online,10,M,30,Basic Plan,0
13201,30,C2B,Airlines,6.38,SINGAPORE,Online,9,M,25.5,Bronze Plan,0
31672,53,CWT,Travel Agency,5.94,THAILAND,Online,1,,9.9,Rental Vehicle Excess Insurance,0
31382,34,C2B,Airlines,63.21,SINGAPORE,Online,380,M,252.85,Annual Silver Plan,1
35919,34,EPX,Travel Agency,0,THAILAND,Online,3,,32,2 way Comprehensive Plan,0
30556,24,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,56,,26,2 way Comprehensive Plan,0
57143,51,JZI,Airlines,7.7,INDIA,Online,4,M,22,Basic Plan,0
53309,65,JZI,Airlines,12.25,CHINA,Online,22,M,35,Basic Plan,0
59012,42,EPX,Travel Agency,0,INDONESIA,Online,25,,27,2 way Comprehensive Plan,0
48429,26,C2B,Airlines,6.75,SINGAPORE,Online,10,F,27,Bronze Plan,1
28952,51,CWT,Travel Agency,89.1,SWITZERLAND,Online,19,,148.5,Rental Vehicle Excess Insurance,0
33905,23,EPX,Travel Agency,0,THAILAND,Online,12,,11,Cancellation Plan,0
1892,36,EPX,Travel Agency,0,INDONESIA,Online,39,,12,Cancellation Plan,0
54815,36,EPX,Travel Agency,0,JAPAN,Online,71,,61,2 way Comprehensive Plan,0
43629,36,EPX,Travel Agency,0,SINGAPORE,Online,91,,85,1 way Comprehensive Plan,0
20384,36,EPX,Travel Agency,0,HONG KONG,Online,39,,24,2 way Comprehensive Plan,0
45891,36,EPX,Travel Agency,0,CHINA,Online,14,,30,2 way Comprehensive Plan,1
44079,50,CWT,Travel Agency,65.34,ROMANIA,Online,11,,108.9,Rental Vehicle Excess Insurance,0
21978,58,CWT,Travel Agency,29.7,JAPAN,Online,10,,0,Rental Vehicle Excess Insurance,0
51073,36,EPX,Travel Agency,0,ISRAEL,Online,59,,22,Cancellation Plan,0
21991,47,CWT,Travel Agency,23.76,AUSTRALIA,Online,125,,39.6,Rental Vehicle Excess Insurance,0
58037,71,C2B,Airlines,54,SINGAPORE,Online,364,F,216,Annual Silver Plan,0
62669,35,EPX,Travel Agency,0,PHILIPPINES,Online,18,,13,Cancellation Plan,0
2779,36,EPX,Travel Agency,0,CHINA,Online,95,,20,2 way Comprehensive Plan,1
53850,36,EPX,Travel Agency,0,HONG KONG,Online,62,,20,2 way Comprehensive Plan,0
56950,33,RAB,Airlines,6,MALAYSIA,Online,82,F,15,Value Plan,0
2909,38,CWT,Travel Agency,47.52,AUSTRALIA,Online,114,,79.2,Rental Vehicle Excess Insurance,0
52115,27,C2B,Airlines,54,SINGAPORE,Online,366,M,-216,Annual Silver Plan,0
10567,52,JZI,Airlines,7.7,HONG KONG,Online,6,M,22,Basic Plan,0
58761,26,C2B,Airlines,6.75,SINGAPORE,Online,8,M,27,Bronze Plan,1
48210,26,C2B,Airlines,4.8,SINGAPORE,Online,7,F,19.2,Bronze Plan,1
23351,54,CWT,Travel Agency,59.4,UNITED KINGDOM,Online,12,,99,Rental Vehicle Excess Insurance,0
30264,46,RAB,Airlines,23.6,BRUNEI DARUSSALAM,Online,74,,59,Value Plan,0
59204,55,CWT,Travel Agency,65.34,THAILAND,Online,27,,0,Rental Vehicle Excess Insurance,0
22503,52,CWT,Travel Agency,41.58,NETHERLANDS,Online,35,,69.3,Rental Vehicle Excess Insurance,0
59243,51,EPX,Travel Agency,0,MALAYSIA,Online,4,,30,2 way Comprehensive Plan,0
20069,53,JZI,Airlines,7.7,THAILAND,Online,13,M,22,Basic Plan,0
2737,31,CWT,Travel Agency,112.86,FRANCE,Online,175,,188.1,Rental Vehicle Excess Insurance,1
37108,34,C2B,Airlines,4.25,SINGAPORE,Online,8,M,17,Bronze Plan,1
15995,32,EPX,Travel Agency,0,CANADA,Online,87,,107,2 way Comprehensive Plan,0
56946,36,EPX,Travel Agency,0,SINGAPORE,Online,7,,23,1 way Comprehensive Plan,0
40941,36,EPX,Travel Agency,0,MALDIVES,Online,121,,53,2 way Comprehensive Plan,0
13870,34,EPX,Travel Agency,0,PHILIPPINES,Online,5,,11,Cancellation Plan,0
1688,36,EPX,Travel Agency,0,THAILAND,Online,29,,10,Cancellation Plan,0
2230,31,CWT,Travel Agency,41.58,AUSTRALIA,Online,18,,69.3,Rental Vehicle Excess Insurance,0
21419,40,JZI,Airlines,9.1,AUSTRALIA,Online,189,F,26,Basic Plan,0
10459,36,EPX,Travel Agency,0,THAILAND,Online,44,,44,2 way Comprehensive Plan,0
23135,44,CWT,Travel Agency,17.82,MALAYSIA,Online,8,,29.7,Rental Vehicle Excess Insurance,0
54351,32,C2B,Airlines,18,SINGAPORE,Online,51,M,72,Silver Plan,0
6728,48,CWT,Travel Agency,23.76,UNITED KINGDOM,Online,10,,39.6,Rental Vehicle Excess Insurance,0
57557,22,C2B,Airlines,54,SINGAPORE,Online,418,F,216,Annual Silver Plan,0
4527,39,JZI,Airlines,10.5,THAILAND,Online,70,M,30,Basic Plan,0
45857,28,C2B,Airlines,20.38,SINGAPORE,Online,29,M,81.5,Silver Plan,1
63307,48,SSI,Airlines,0.14,SINGAPORE,Online,0,,0.51,Ticket Protector,0
44024,28,JZI,Airlines,12.25,JAPAN,Online,41,M,35,Basic Plan,0
20481,24,EPX,Travel Agency,0,THAILAND,Online,95,,11,Cancellation Plan,0
23044,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,18,,10,Cancellation Plan,0
42535,36,EPX,Travel Agency,0,BANGLADESH,Online,1,,20,1 way Comprehensive Plan,0
37498,45,CWT,Travel Agency,35.64,AUSTRALIA,Online,48,,59.4,Rental Vehicle Excess Insurance,0
26195,55,JZI,Airlines,7.7,PHILIPPINES,Online,7,F,22,Basic Plan,0
49403,28,C2B,Airlines,6.63,SINGAPORE,Online,11,F,26.5,Bronze Plan,1
9333,36,EPX,Travel Agency,0,JAPAN,Online,156,,26,2 way Comprehensive Plan,1
31612,39,EPX,Travel Agency,0,SINGAPORE,Online,5,,20,1 way Comprehensive Plan,0
47784,32,C2B,Airlines,5.63,SINGAPORE,Online,9,M,22.5,Silver Plan,0
26438,36,EPX,Travel Agency,0,PHILIPPINES,Online,19,,12,Cancellation Plan,0
966,36,EPX,Travel Agency,0,PHILIPPINES,Online,51,,20,2 way Comprehensive Plan,1
41801,48,KML,Travel Agency,10.64,INDONESIA,Online,81,M,28,Value Plan,1
18718,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,19,,67,Cancellation Plan,0
55776,31,CWT,Travel Agency,23.76,MALAYSIA,Online,39,,39.6,Rental Vehicle Excess Insurance,0
35229,44,C2B,Airlines,3.75,SINGAPORE,Online,3,F,15,Silver Plan,1
51661,39,C2B,Airlines,54,SINGAPORE,Online,383,M,216,Annual Silver Plan,1
37308,28,C2B,Airlines,3.38,SINGAPORE,Online,4,F,13.5,Bronze Plan,0
21853,36,EPX,Travel Agency,0,SINGAPORE,Online,11,,49,Cancellation Plan,0
58283,38,EPX,Travel Agency,0,THAILAND,Online,30,,38,2 way Comprehensive Plan,0
12518,69,EPX,Travel Agency,0,UNITED STATES,Online,57,,99,2 way Comprehensive Plan,1
13257,28,EPX,Travel Agency,0,HONG KONG,Online,69,,20,2 way Comprehensive Plan,0
41493,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,23,,110,2 way Comprehensive Plan,0
39565,36,EPX,Travel Agency,0,THAILAND,Online,6,,22,2 way Comprehensive Plan,0
58765,66,C2B,Airlines,8.38,SINGAPORE,Online,18,M,33.5,Bronze Plan,0
10738,40,JZI,Airlines,6.3,INDONESIA,Online,5,F,18,Basic Plan,0
5067,36,EPX,Travel Agency,0,PHILIPPINES,Online,20,,14,Cancellation Plan,0
25509,36,EPX,Travel Agency,0,CHINA,Online,6,,44,2 way Comprehensive Plan,0
3768,35,C2B,Airlines,12.25,SINGAPORE,Online,5,F,49,Silver Plan,0
26543,31,CWT,Travel Agency,35.64,PHILIPPINES,Online,58,,59.4,Rental Vehicle Excess Insurance,0
59495,39,EPX,Travel Agency,0,MALAYSIA,Online,2,,20,1 way Comprehensive Plan,0
37616,45,CWT,Travel Agency,5.94,AUSTRALIA,Online,62,,9.9,Rental Vehicle Excess Insurance,0
42542,39,RAB,Airlines,6,BRUNEI DARUSSALAM,Online,7,M,15,Value Plan,0
12022,36,EPX,Travel Agency,0,SPAIN,Online,189,,18,Cancellation Plan,0
17505,33,RAB,Airlines,6,BRUNEI DARUSSALAM,Online,7,M,15,Value Plan,0
33996,43,C2B,Airlines,46.96,SINGAPORE,Online,370,M,187.85,Annual Silver Plan,0
47897,30,EPX,Travel Agency,0,MALAYSIA,Online,13,,10,Cancellation Plan,0
4627,36,EPX,Travel Agency,0,GERMANY,Online,11,,15,Cancellation Plan,0
48852,51,CWT,Travel Agency,35.64,AUSTRALIA,Online,31,,0,Rental Vehicle Excess Insurance,0
44448,56,C2B,Airlines,40.25,SINGAPORE,Online,367,M,161,Annual Silver Plan,0
31755,36,EPX,Travel Agency,0,MALAYSIA,Online,8,,10,Cancellation Plan,0
32701,28,C2B,Airlines,8.63,SINGAPORE,Online,149,M,34.5,Bronze Plan,1
23582,31,CWT,Travel Agency,17.82,THAILAND,Online,10,,29.7,Rental Vehicle Excess Insurance,0
22605,118,JWT,Airlines,12.4,INDIA,Online,30,F,31,Value Plan,0
45842,37,C2B,Airlines,9.75,SINGAPORE,Online,26,F,39,Bronze Plan,1
32183,51,C2B,Airlines,8.63,SINGAPORE,Online,20,F,34.5,Bronze Plan,0
52182,34,C2B,Airlines,18,SINGAPORE,Online,66,M,72,Silver Plan,1
11925,38,CWT,Travel Agency,11.88,PHILIPPINES,Online,23,,19.8,Rental Vehicle Excess Insurance,0
18341,53,CWT,Travel Agency,35.64,NETHERLANDS,Online,21,,59.4,Rental Vehicle Excess Insurance,0
19071,50,EPX,Travel Agency,0,INDONESIA,Online,40,,20,2 way Comprehensive Plan,0
43504,32,C2B,Airlines,126.75,SINGAPORE,Online,90,M,507,Silver Plan,1
5206,36,EPX,Travel Agency,0,CHINA,Online,21,,57,2 way Comprehensive Plan,0
5611,39,CWT,Travel Agency,11.88,MALAYSIA,Online,6,,19.8,Rental Vehicle Excess Insurance,0
10157,38,JZI,Airlines,10.5,MALAYSIA,Online,17,F,30,Basic Plan,0
8538,31,CWT,Travel Agency,5.94,AUSTRALIA,Online,4,,9.9,Rental Vehicle Excess Insurance,0
52637,30,C2B,Airlines,40.25,SINGAPORE,Online,365,M,161,Annual Silver Plan,1
4822,36,EPX,Travel Agency,0,HONG KONG,Online,11,,28,2 way Comprehensive Plan,0
44137,36,EPX,Travel Agency,0,JAPAN,Online,40,,24,Cancellation Plan,0
37300,25,C2B,Airlines,7.38,SINGAPORE,Online,20,M,29.5,Bronze Plan,0
40956,46,EPX,Travel Agency,0,MALAYSIA,Online,2,,20,2 way Comprehensive Plan,0
57772,31,CWT,Travel Agency,17.82,MALAYSIA,Online,25,,29.7,Rental Vehicle Excess Insurance,0
7069,27,JZI,Airlines,10.5,MYANMAR,Online,11,F,30,Basic Plan,0
37605,24,C2B,Airlines,8.38,SINGAPORE,Online,15,F,33.5,Silver Plan,1
4021,30,EPX,Travel Agency,0,MALAYSIA,Online,34,,25,Cancellation Plan,0
41707,36,EPX,Travel Agency,0,PHILIPPINES,Online,40,,39,2 way Comprehensive Plan,0
42815,57,C2B,Airlines,7.95,SINGAPORE,Online,11,M,31.8,Bronze Plan,0
50844,36,EPX,Travel Agency,0,THAILAND,Online,47,,20,Cancellation Plan,1
7342,36,EPX,Travel Agency,0,INDONESIA,Online,4,,22,Cancellation Plan,0
10594,28,CWT,Travel Agency,23.76,THAILAND,Online,112,,39.6,Rental Vehicle Excess Insurance,0
57790,35,EPX,Travel Agency,0,GERMANY,Online,15,,108,2 way Comprehensive Plan,0
49726,64,JZI,Airlines,6.3,MALAYSIA,Online,16,M,18,Basic Plan,0
17340,36,EPX,Travel Agency,0,UNITED KINGDOM,Online,16,,97,2 way Comprehensive Plan,0
47082,118,JWT,Airlines,49.6,INDIA,Online,89,M,124,Value Plan,0
41903,36,EPX,Travel Agency,0,AUSTRALIA,Online,28,,70,Cancellation Plan,0
42376,61,C2B,Airlines,5,SINGAPORE,Online,9,F,20,Bronze Plan,0
49971,51,EPX,Travel Agency,0,UNITED STATES,Online,15,,112,2 way Comprehensive Plan,0
40767,28,C2B,Airlines,108.22,SINGAPORE,Online,366,M,432.9,Annual Gold Plan,0
42643,30,C2B,Airlines,5.25,SINGAPORE,Online,6,F,21,Bronze Plan,1
10306,26,EPX,Travel Agency,0,JAPAN,Online,67,,32,Cancellation Plan,0
4488,36,EPX,Travel Agency,0,CHINA,Online,34,,60,Cancellation Plan,0
32518,39,CWT,Travel Agency,23.76,UNITED KINGDOM,Online,44,,39.6,Rental Vehicle Excess Insurance,0
32401,27,C2B,Airlines,15.88,SINGAPORE,Online,15,F,63.5,Silver Plan,1
30589,36,EPX,Travel Agency,0,DENMARK,Online,7,,44,Cancellation Plan,0
53524,118,JWT,Airlines,12.4,INDIA,Online,26,F,31,Value Plan,0
51761,36,EPX,Travel Agency,0,INDONESIA,Online,6,,12,Cancellation Plan,0
17560,22,C2B,Airlines,63.21,SINGAPORE,Online,364,M,252.85,Annual Silver Plan,1
38526,36,EPX,Travel Agency,0,CHINA,Online,86,,44,2 way Comprehensive Plan,1
10105,36,EPX,Travel Agency,0,VIET NAM,Online,36,,14,Cancellation Plan,0
48824,30,C2B,Airlines,6.75,SINGAPORE,Online,7,M,27,Bronze Plan,0
23337,44,C2B,Airlines,63.21,SINGAPORE,Online,419,F,252.85,Annual Silver Plan,1
13726,44,JZI,Airlines,33.6,UNITED STATES,Online,37,M,96,Value Plan,0
54754,34,C2B,Airlines,20.5,SINGAPORE,Online,18,M,82,Silver Plan,0
37995,36,EPX,Travel Agency,0,INDIA,Online,18,,80,Cancellation Plan,0
22782,36,EPX,Travel Agency,0,JAPAN,Online,3,,19,Cancellation Plan,0
24350,28,JZI,Airlines,9.1,"KOREA, REPUBLIC OF",Online,6,M,26,Basic Plan,0
28430,49,EPX,Travel Agency,0,HONG KONG,Online,10,,15,Cancellation Plan,0
17691,36,EPX,Travel Agency,0,HONG KONG,Online,16,,34,Cancellation Plan,0
43857,32,C2B,Airlines,4,SINGAPORE,Online,33,F,16,Bronze Plan,1
34914,23,C2B,Airlines,15.5,SINGAPORE,Online,58,M,62,Bronze Plan,1
21163,25,C2B,Airlines,48.42,SINGAPORE,Online,74,M,193.7,Bronze Plan,0
59679,25,C2B,Airlines,54,SINGAPORE,Online,365,F,216,Annual Silver Plan,1
39024,28,CWT,Travel Agency,23.76,MALAYSIA,Online,12,,39.6,Rental Vehicle Excess Insurance,0
11073,36,EPX,Travel Agency,0,PHILIPPINES,Online,76,,13,Cancellation Plan,0
53598,39,C2B,Airlines,22,SINGAPORE,Online,16,M,88,Gold Plan,1
46863,36,EPX,Travel Agency,0,MALAYSIA,Online,21,,18,Cancellation Plan,0
61164,59,EPX,Travel Agency,0,THAILAND,Online,6,,19,Cancellation Plan,0
8806,36,EPX,Travel Agency,0,MALAYSIA,Online,1,,19,Cancellation Plan,0
21293,36,EPX,Travel Agency,0,HONG KONG,Online,8,,44,Cancellation Plan,0
30731,31,CWT,Travel Agency,35.64,AUSTRALIA,Online,16,,59.4,Rental Vehicle Excess Insurance,0
62197,53,LWC,Travel Agency,166.53,UNITED STATES,Online,372,F,256.2,Annual Travel Protect Gold,0
62719,34,RAB,Airlines,6,BRUNEI DARUSSALAM,Online,9,M,15,Value Plan,0
33179,118,EPX,Travel Agency,0,HONG KONG,Offline,13,,30,2 way Comprehensive Plan,0
636,36,EPX,Travel Agency,0,GERMANY,Online,56,,145,2 way Comprehensive Plan,1
46616,36,EPX,Travel Agency,0,CHINA,Online,22,,34,Cancellation Plan,0
14163,31,CWT,Travel Agency,17.82,SWITZERLAND,Online,50,,29.7,Rental Vehicle Excess Insurance,0
7285,36,EPX,Travel Agency,0,PHILIPPINES,Online,67,,20,2 way Comprehensive Plan,0
12653,118,JWT,Airlines,12.4,INDIA,Online,1,M,31,Value Plan,0
4851,36,EPX,Travel Agency,0,INDIA,Online,14,,24,Cancellation Plan,1
8761,36,EPX,Travel Agency,0,CHINA,Online,5,,28,2 way Comprehensive Plan,0
45215,36,EPX,Travel Agency,0,SINGAPORE,Online,36,,58,2 way Comprehensive Plan,0
33925,48,SSI,Airlines,3.46,SINGAPORE,Online,151,,12.35,Ticket Protector,0
29058,73,C2B,Airlines,5.88,SINGAPORE,Online,8,F,23.5,Bronze Plan,0
55763,38,CWT,Travel Agency,29.7,INDIA,Online,7,,49.5,Rental Vehicle Excess Insurance,0
41507,36,EPX,Travel Agency,0,"KOREA, REPUBLIC OF",Online,9,,112,2 way Comprehensive Plan,0
4515,36,EPX,Travel Agency,0,SINGAPORE,Online,18,,55,1 way Comprehensive Plan,0
12594,36,EPX,Travel Agency,0,SINGAPORE,Online,17,,19,Cancellation Plan,0
62516,118,JWT,Airlines,12.4,INDIA,Online,3,M,31,Value Plan,0
17846,48,EPX,Travel Agency,0,THAILAND,Online,6,,14,Cancellation Plan,0
